1118.8874 1119.9022 1120.8870 1121.8928 1236.2864 1410.8977 1412.9773 1413.8981 1630.3042 1683.0926 1684.1320 1718.1184 1742.9096 1743.9240 1745.0440 1766.9330 1767.9689 1827.8973 1828.8866 1829.8890 1855.9058
-4.3 -4.8 -4.7 -4.3 -20.1 -40.8 -41.2 -33.8 46.2 49.0 46.2 33.8 21.1 30.7 19.4 11.3 13.4 0.6 6.4 0.0 -1.1
3.3 2.9 2.8 2.9 4.0 2.8 5.5 2.8 3.3 3.8 4.0 3.6 3.2 3.8 3.2 3.1 3.2 3.0 3.8 3.5 4.6
